hotels,names,titles,star_ratting,location,date,comments,replies
漢來大飯店Grand Hi-Lai Hotel,VegeJack,素食者可能不用考慮,3,台灣台北,2017年8月,難得有時間至高雄，因吃了台北的漢來蔬食而狠心花大錢入住，三溫暖跟泳池還不錯，然而最期待的早餐(是週日假日時段想說應該比較好)真的是令人大失所望。不但服務生高不清楚什麼素食者可吃，多問幾句還聽到她嘴裡碎念素食者很囉嗦，麵包類只有四種很普通的，結果我跟太太只能吃粥配生冷醬菜，跟漢來蔬食差很大，完全只是三星級的水準。同樣是高雄，花同樣...更多,"親愛的貴賓 您好:

非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應早餐素食菜餚選擇與服務人員應對的部分，謹此向您致歉!
我們已將您寶貴的意見表達給相關餐廳，以期日後提供給您更優質的素食早餐內容與人員的服務，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯...更多"
漢來大飯店Grand Hi-Lai Hotel,Alasdair S,一次居住體驗,3,德克薩斯州奧斯汀,,這家酒店很棒，裏面的裝修很不錯，這裏的員工服務很棒，食物也很美味。酒店的浴室也很不錯，但是這裏的房間的空調很普通，這裏還有一家很現代的酒店，在這家酒店附近，但是還在建造中，我很期待再來這家酒店，值得酒吧很棒，空調也很棒。酒店真的是很棒的。更多,"Dear Valued Guest,
Thank you for your comments regarding your last visit with us. 
The Grand Hi-Lai Hotel is always...更多"
漢來大飯店Grand Hi-Lai Hotel,eggchang,地理位置不錯,4,台灣新北,2017年7月,上個月和老婆去高雄找朋友在漢來大飯店住了一晚，飯店的地理位置不錯樓下又有百貨公司可以逛，飯店服務人員很親切讓我們蠻開心的，早餐也不錯，若來高雄玩漢來是不錯的飯店選擇,謝謝您對本飯店的支持及稱讚，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,ducan_he,市區飯店首選,5,冰島,2017年7月,漢來飯店在高雄的評價不錯，很多觀光客來高雄都選擇入住在這。不論是用餐、逛街都很方便，交通也十分方便，是來高雄的好選擇。,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,carey8703004,住宿,4,台灣台北,2017年6月,"漢來在高雄算是歷史悠久的飯店了,基本上的服務當然會有一定水準這無庸置疑;值得談的是游泳池、三溫暖，早餐全部都在水準之上,但缺點就是因為在鬧區;而且飯店跟百貨是共用的大樓,如果是周末入住,車位不好停(但逛街方便就是了)",非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,ceciliay786,有人情味的豪華飯店,5,"Hong Kong, China",2017年7月,因為訂房時出了點小誤會所以想訂的房型沒訂到，可是入住當天又是客滿，飯店的員工非常貼心的把房間昇等到最後一間客房，真的很感謝。房間非常漂亮。,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,Linvail,古典、傳統的高級飯店。缺少充電設備。,4,台灣台北,2017年7月,"我使用美國運通信用白金的3300住宿優惠，飯店安排41樓的市景商務客房給我。
優點: 飯店服務人員專業度高服務佳，有迎賓水果，有浴袍，游泳池夠大。早餐提供非常多樣的麵包。
缺點: 停車場與百貨共用，需停到最下層機械停車位，感受不佳。房間沒有USB插孔、也沒有提供常見行動裝置充電器、以5星級商務客房來說不夠專業。更多",非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，由於停車問題造成您的困擾深感抱歉，我們必當盡全力改善此問題並且在收到您的意見第一時間已呈報相關主管處理。另外，關於房間沒有USB插孔部分，謹此向您致歉，我們今年已著手進行裝修計畫，設備陸續更新中，包含增設USB插座，以提供給您更舒適的住宿品質，漢來飯店也會因為您提供的...更多
漢來大飯店Grand Hi-Lai Hotel,samc5172,出色的服務,5,,2017年7月,抵達時，從門僮、櫃檯、大廳副理，到入住後，使用商務樓層貴賓廊、游泳池、三溫暖，早餐，及House Keeping都主動微笑、招呼、服務迅速優秀，即使在飯店客人眾多，工作繁忙下。是我們這半個月，在日本住的三間及台灣住的二間飯店中最棒的，愉快的住宿經驗可比台南遠東香格里拉尊榮閣。飯店位置好，東向市景房早上能看日出，逛百貨，附近小吃多...更多,"非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應貴賓軒的飲品點心部分，在此謝謝您的建議，並且在收到您的意見第一時間已呈報相關主管，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,garychan1979,豪華的飯店,5,,2017年6月,"5星級的飯店，飯店樓下已是百貨公司，非常方便。
房間設備整全、整潔！
服務人員態度優良！
到高雄六合夜市也是10分鐘左右車程，來高雄住這飯店是好選擇。",謝謝您對本飯店的支持及稱讚，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,LoveTravel556867,說走就走的一夜之無敵海景,4,,2017年6月,"這次純粹是天氣太熱, 老婆小孩臨時想下去高雄住飯店,不然悶也悶死了
就找有口碑的老牌飯店,到的時候已經晚上,還好她裡面就有百貨公司能逛街吃飯,逛完吃飽後回飯店就是玩設施了,他的三溫暖還算不錯,設備乾淨整潔,這次運氣好給我們海景房,不錯很舒適",非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,EvanLin1007,有歷史的飯店,5,,2017年6月,"有點歷史的飯店，但是設備很齊全。服務還不錯。房間內建 wifi。衛浴設備是乾濕分離，很方便。

床躺起來很舒服 ，不過枕頭有一點扁。可能建議多要兩個。",非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應飯店枕頭較扁的部分，謹此向您致歉，我們今年已著手進行改裝計畫，設備包含枕頭也將陸續更新中，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。 在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,waterlink,View很好,4,台灣,2017年6月,雖說飯店有點老舊了，但服務人員整體的印象都很不錯，只是床墊可能要汰舊了，都可感覺到彈簧壓背。浴室備品尚未用，但品質好像不錯。,非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，對於您所反應床墊的部分，謹此向您致歉，我們今年已著手進行改裝計畫，相關設備包括床墊將陸續更新中，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。 在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,一位來自中國的 TripAdvisor 會員,很高的飯店,4,,,設施齊全，服務人員態度好，只是遺憾沒有能住在面向大海的房間，高層視野超級好的。附近交通便利，離駁二藝術特區很近。只是不知道有接駁車到中央公園捷運站，那天還下雨，走了老遠，心疼沒有提前看攻略的自己。更多,謝謝您對本飯店的支持以及對我們服務人員的稱讚，我們飯店的市景及海景房視野都很棒，建議您下次可以預訂我們的海景房。因我們與漢神百貨屬同一棟大樓，也歡迎您利用百貨公司的接駁車至捷運站，提醒您百貨接駁車除假日外，平日並非每日提供，建議您可先詢問，以免造成您旅途上的不便。我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度...
漢來大飯店Grand Hi-Lai Hotel,jiinhuang,景優..但服務待改進,4,台北,2017年6月,"1. 面海景景色佳 ... 相對於純海景的飯店(晚上漆黑一片)，漢來海景飯店晚上可以看到海上船上與陸上連接的點點燈火，更有溫暖的夜晚
2. 喜歡購物的旅客，樓下的漢神百貨夠大，東西也多，是不錯的地點
3. 餐廳種類多，此次住宿期間用了漢來牛排館與粵菜餐廳，餐點都優，除此外，早餐也不錯(漢來還有日式餐廳..上海湯包 自助餐等)
4...更多",非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應地下7樓停車問題，對於標示部分我們將加強改善。關於續住整理部分，若您下次續住外出時，您可按打掃燈，我們房務人員將優先為您整理房間，對於您此次住宿時的不便，謹此向您致歉。本飯店今年已著手進行改裝計畫，也包括床墊更新，以期日後提供給您更舒適的住宿品質，漢來飯店...更多
漢來大飯店Grand Hi-Lai Hotel,B9943NA_,維持很好的老飯店,5,,2017年4月,雖然是老飯店，但一直維持的很好的飯店，如果搭捷運，有接駁車到飯店，很方便。飯店的設施和服務人員都不錯，高樓層的房間是不錯的選擇，另外，戶外泳池雖然不大，但足夠小孩和大人享受半天的時光。,非常感謝您對高雄漢來大飯店的支持以及對我們服務人員的稱讚，本飯店以提供給每位客人更優質的服務為目標，今年也已著手進行改裝計畫，誠心邀請您再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。謝謝您!
漢來大飯店Grand Hi-Lai Hotel,Jean0206,有溫度的飯店,5,,2017年6月,在高鐵下車，搭捷運到中央公園站(7站)，有接駁車到飯店門口! 樓下就是漢神百貨、附近好吃好買，漢神門口出去右轉遇到十字路口再右轉就是自強夜市！工作人員都很親切、主動服務、很好，早餐多樣化也不錯！唯一不優就是房間裝潢偏老舊但乾淨！很值得入住！,非常感謝您對我們飯店的支持及愛護，本飯店一直秉持著提供給客人更舒適的住宿環境及更優質的貼心服務為目標，我們今年已積極著手進行裝修計畫，設備也陸續更新中，竭誠歡迎您再次入住，並感受漢來大飯店更慇勤的服務，謝謝您。
漢來大飯店Grand Hi-Lai Hotel,Companion808804,加強小細節就可以滿分了。,4,Taipei,2017年5月,飯店位置不錯，離城市光廊、西子灣都不遠，樓下又是漢神百貨，生活機能很好。服務人員親切、主動，雖然在10F上海湯包遇到令人反感的服務生，但是池畔餐廳積極主動的服務人員有扳回一城！本人幾乎近20年前就開始住漢來了，這一次入住倒是看不到歷史留下的斑駁，只可惜有些小細節要扣分：像是早上只提供銷量不好、政黨色彩濃厚的日報，內容盡是針對性的...更多,非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應10樓上海湯包服務生的部分，謹此向您致歉，我們已呈報餐廳主管並加強人員的訓練。另外報紙的部份，因為報紙是採隨機發派的方式，很抱歉讓您不愉快，已註記下次會為您準備其他的日報。而今年飯店已著手進行改裝計畫，設備包含視聽系統也將陸續更新，以期日後提供給您更舒適的...更多
漢來大飯店Grand Hi-Lai Hotel,sndk2,服務人員都很有水準，不虧是金字招牌的老飯店,4,台灣,2017年5月,這次入住的很突然，是在端午連假的前一周臨時預定，想說碰碰運氣，沒想到還有房間，於是就來個高雄兩天一夜熱血之旅。一大早從新竹出發還算順暢，中午先到義大逛逛吃飯，到了下午三點才進飯店check in，雖然沒有等很久但感覺旅客也挺多的，飯店的香氣和遠東香格里拉飯店一模一樣也，我很喜歡這味道說。很開心升級成商務樓層的房間，畢竟也開了4個...更多,"非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應人員及停車場的部分，軟體人員訓練一直是我們不斷在努力的，對於您此次住宿所造成的不便，謹此向您致歉，我們一定會更努力加強人員的訓練。我們今年已著手進行裝修計畫，設備也陸續更新中，以期日後提供給您更舒適的住宿品質。漢來飯店也會因為您提供的寶貴意見，更加進步。
..."
漢來大飯店Grand Hi-Lai Hotel,TAWRNYC,很棒的港口景色,5,紐約州紐約市,,我們只在這家酒店住了一個晚上，覺得這家酒店很好。這家酒店維護的很好，員工的服務很貼心，所有你想要的設備一應俱全。我覺得光是酒店所在的建築裏面有個5、6、7家的餐廳，頂樓還有一家獃著很舒服的咖啡館。我們的房間很寬敞，還有跟漂亮的港口景觀。從最近的地鐵站到酒店是步行可達的距離，雖然小道不是很平坦，如果推着行李箱走的話還有點難度。更多,Greetings from the Grand Hi Lai Hotel in Kaohsiung! We hope you enjoy your stays with us and that our...更多
漢來大飯店Grand Hi-Lai Hotel,Adventure693081,整體很有高級古感~唯一缺點是google竟然有兩個漢來大飯店..害我走錯.,4,,2017年5月,"1.第一次去打算用google map要小心,因為漢來大飯店會有2個選項..一個在博愛路一個在成功路..但博愛路那個似乎不是住宿的地方
2.停車場對於我這種技術不好的女生..有點小可怕..要連轉4個彎
3.大廳環境典雅,還有個bar及表演,早上還會提供咖啡供人喝
4.入住環境也很乾淨,房間大小適中附浴缸,且東西都看起來很整潔,看...更多",非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，關於google map選項部分，我們已向google提出修改建議以避免混淆，造成您的困擾及不便深感抱歉。我們也會因為您提供的寶貴意見，更加進步。在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,Experience807598,有年份卻不失典雅的飯店,4,台灣台北,2017年5月,"位於高雄市中心，交通便利。下面有百貨公司，後方又有自強夜市，機能良好。酒店的房間看得出有年限，雖有保養但仍有瑕疵。但室內十分典雅，房間空間也很舒適。此次入住的客房還能看到港景，景色十分好。另浴室內備有仕女包十分貼心。
十分符合商務客需求",非常感謝您對我們飯店的支持及愛護，本飯店一直秉持著提供給客人更舒適的住宿環境及更優質的貼心服務為目標，我們今年已積極著手進行裝修計畫，設備也陸續更新中，竭誠歡迎您再次入住，並感受漢來大飯店更慇勤的服務，謝謝您。
漢來大飯店Grand Hi-Lai Hotel,Wang R,很高級的飯店,5,台灣中正區,2016年6月,飯店交通方便，乾淨，且房間很大，在房間裡可看到高雄夜景，早餐晚餐都很好。房價高，但值得。大廳氣派高雅，推薦一樓麵包店的桂圓麵包，可當拌手禮送人。,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,625karenl,傳統華麗的酒店,5,,2016年6月,地點佳，生活機能便利，飯店隔壁就是百貨公司，鄰近有許多酒吧。漢來飯店看得出有點年紀，但不是老舊，裝璜是比較走古典歐風的路線，廁所衛浴寬敞，洗手台是很漂亮的石材桌面，有浴缸有乾濕分離。,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,PeggyL1558,套房舒適，服務品質佳,5,,2017年4月,託朋友的福入住豪華商務套房，一房一廳一衛浴加一廁所，還有更衣間，空間寬敞，雖不是海景但夜景也不錯！飯店服務人員皆很主動友善，房客有一絲疑惑臉孔，都會主動上前協助，客房服務通常可以在5分鐘左右即到門前服務，很讚！早餐是漢來海港提供，選擇多樣，算好吃！,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,431ajay,豪華，華麗，寬敞的酒店在市中心,4,"London, England, United Kingdom",,這是一個所有設施都完善的在市中心的酒店，你會期望在一個新的。寬敞的客房，設備齊全的健身房，宏偉的遊泳池，良好的食物在所有餐廳，有種類很多早餐提供。即使服務是優秀的。我以前從未遇到過的一個特點是，當我從跑步回來時，有人會在我到達電梯前遞給我一條毛巾和一瓶水。更多,Greetings from the Grand Hi Lai Hotel in Kaohsiung!  We hope you enjoy your stays with us and that our...更多
漢來大飯店Grand Hi-Lai Hotel,Fearless808797,很溫馨舒適的住宿體驗,5,Taipei,2017年3月,進入飯店大廳遇到的服務員都是積極又親切的迎賓，櫃檯接待也是滿臉笑容的辦理入住，升等為高雄港景的豪華客房果然視野極佳.窗外美景一覽無遺，房內設施維護的很好，感覺很清靜舒適!館內有超過10家不同類型的餐廳，可以讓賓客選擇享用各類美食，我在43樓的漢來海港自助餐廳用晚餐，其餐點.服務果然名不虛傳，餐廳經理和主廚也一直在現場督導，可見非...更多,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,Joeavison,很棒，但有一些小問題,4,英國倫敦,,這裏的服務很棒，每個人都很友善，沒有什麼麻煩。我的房間很大，景色很美，打掃的服務也很棒。有兩個小問題，一個是酒店裡有這麼多餐廳，看上去質量都很棒，但客房服務卻非常差。可供選擇的食物很有限，我點的俱樂部三明治很小，不是很好。第二個問題是健身房。它設備齊全，但裏面卻熱的讓人難以忍受。除了這兩點之外我覺得都很好，這是一個很可愛的酒店，...更多,"Thank you for your comments regarding your last visit with us. 
The Grand Hi-Lai Hotel is always seeking ways to...更多"
漢來大飯店Grand Hi-Lai Hotel,Fueyan,在漢來飯店被㚖蟲咬,1,,2016年7月,去年暑假我們全家到高雄漢來飯店旅遊住兩晚第一晚住進去就被臭蟲咬了20個包早上醒來手臂又紅又腫又痛我不敢相信高雄五星級的飯店居然會有臭蟲飯店的處理方式也非常令人不滿意他們不但沒有退款還不相信是在他們飯店被咬的台灣的飯店實在還是遠遠低於國際水準非常令人失望,"非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應寢具整潔的部分，謹此向您致歉。我們今年已著手進行改裝計畫，設備包含床具也將陸續更新中，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,wang2383,乾淨舒適豪華景觀美,5,台灣龍井,2017年3月,此次又因開會住進高雄漢來大飯店，以前住的都是兩人房，這次是住有陽台的四人房，房間寬敞乾淨，衛浴是乾濕分離，wifi很強，床舖舒適好眠。服務人員親切和藹，真是高雄住宿的好選擇。,非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，也非常感謝您對於員工的肯定，在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,tsaim5,貼心服務,4,台灣台北,2017年2月,於二月長週末入住海景客房 除了海港城的美食外 印象最棒的就是酒店裡的consierge service. 特別是服務人員 蕭先生 (Gon) 有問必答 還提供額外資訊。 讓我們可以充份安排行程。特別感動的是，因手機充電線壞了，請酒店協助充電，馬上派服務人員送條充電線到房間! 給個大大的讚,"非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，也非常感謝您對於員工的特別肯定，我們一定會將您的感謝轉告服務人員。此外，我們今年已著手進行改裝計畫，設備也將陸續更新中，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,Haori_T,購物方便，服務人員親切，海景房間漂亮！,5,,2017年3月,房間大，好像有重新裝潢過，沒有之前評價說設施老舊的情況，隔音效果佳，服務人員也很親切，晚上還會來詢問是否要冰塊或水，唯一缺點就是房門卡不太好刷。,"非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應房卡不太好刷的部分，謹此向您致歉。我們今年已著手進行改裝計畫，設備也將陸續更新中，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,AaronW2731,與百貨公司結合同棟的便利舒適飯店,5,,2017年1月,飯店人員很親切，入住的房型房間很寬敞，設施有三溫暖、蒸汽烤箱室，游泳池是戶外但冬天有溫水。43樓海港餐廳，菜色非常無敵很好吃多樣化，海鮮種類多，飯店樓下是漢神百貨逛街超方便，是不錯的的飯店。,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,BoardingPass806335,服務親切,4,,2017年2月,"我是參加優惠專案帶家人入住，從接待到入住及住宿期間只要與服務人員接觸，都獲得很親切很圓滿的服務；房間寬敞度及室內設施也很滿意。
其間因用餐時的料理問題有填意見表，也獲得飯店公關部門迅速回應及致意。
其缺點有二：房間隔音稍微差，飯店方已著手整修改善中。地下室停車場因與百貨客人共用，顯得較混亂，令住房客人不舒服。","非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應房間隔音和停車問題，謹此向您致歉，我們今年已著手進行改裝計畫，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,WLUN2015,煙火觀景房,5,台灣台南,2017年2月,"客房位置在高樓有分港景跟市景，我是住在港景，停車場位於地下室，坐電梯到BF樓即為大廳，剛好跟漢神百貨為同一棟，故生活機能也很方便。

很貼心的一點是房間還準備USB擴充器可以充電使用，省了延長線的空間。

蠻推薦居住的，而且服務人員態度都很好，若是高雄還辦煙火的話應該會再來住一次。

早餐是在43樓的海港餐廳，為自助式早餐。",非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,twnicy,老牌高雄五星級酒店,5,台灣桃園,2017年2月,高雄指標性酒店之一，酒店設施完善，游泳池及三溫暖都能讓旅客享受一番，服務人員也親切有禮，樓下就是漢神百貨商場，所有消費皆可在此得到滿足，酒店面港景房間在高雄燈會期間，可以在房內欣賞煙火美景。很適合推薦給到高雄旅遊的朋友,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,RichardCYSun,擁有無敵港景的大飯店，家庭旅遊首選,5,台灣台北,2017年2月,"對這家飯店的好印象，並不是來自飯店設施，而是來自門房先生。我們詢問停車場入口附近門房先生一些問題的時候，其實是從大馬路繞過去的。對門房而言我們其實就是路人甲，不是房客。不過他還是很親切細心的回答問題。另一位大廳的中年門房先生，處理事情的細膩度很高，也很令人印象深刻。光是這兩位門房先生讓人覺得這家飯店的底蘊很不錯，很令人安心。
至...更多",非常感謝您對我們飯店的支持以及對我們服務人員的稱讚，本飯店一直秉持著提供給客人更舒適的住宿環境及更優質的貼心服務為目標，今年亦將積極著手進行裝修計畫，設備會陸續更新。在此竭誠歡迎您再次入住，並感受漢來大飯店更慇勤的服務，謝謝您。
漢來大飯店Grand Hi-Lai Hotel,OnAir809694,好飯店,5,桃園市,2017年2月,地點好，房間優，服務親切，以客為尊，還有時提供升等為海景房，是我與親人每年旅遊首選飯店，謹誠摯推薦給所有的朋友們！,非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,ballballwu,帶家庭入住覺得安心的飯店,4,"Taipei, Taipei, Taiwan",2017年1月,"飯店雖然比較舊,但還是維持得不錯,過年期間入住,很多花招,讓老人家算是開心,服務有好有壞,一般來說女服務員比男服務員有笑容","非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應老舊的部分，謹此向您致歉，我們今年已著手進行改裝計畫，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,Maps806803,"VIEW很好的酒店,餐廳也很棒",5,台灣台北,2016年12月,"因為AUDI辦的極限體驗營,入住漢來酒店.酒店的位置很不錯,樓下就是百貨公司,有免費接駁車可以到.高樓層景觀很好.房間擺設和配備稍嫌老舊.建議入住要選擇高樓層.可以看到高雄市景或港景.","非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應設備老舊的部分，謹此向您致歉，我們今年已著手進行改裝計畫，以期日後提供給您更舒適的住宿品質，漢來飯店也會因為您提供的寶貴意見，更加進步。
在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,ChloeL1721,三溫暖很棒～高鐵接送服務超好,5,,2017年1月,"過年帶著爸媽坐高鐵到高雄漢來，行前有先預約高鐵接送，到達前司機有先來電提前告知位於何處等待，接到我們之後態度都非常的好，讓人印象加分
辦理入住時，櫃檯的小姐態度很親切，很細心的解說
前往參觀三溫暖或是泳池，每個服務人員態度都很好
晚上跟爸媽吃飽後，前往三溫暖，進去後有專門的服務人員詢問是否有來過，一一介紹如何使用，澡堂跟洗澡區都...更多",非常感謝您對我們飯店的支持及愛護，並告知您的經歷和觀感，我們會繼續秉持提供給客人更優質的貼心服務為目標。誠心邀請您下次再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。
漢來大飯店Grand Hi-Lai Hotel,linf172,Cp值很高的住宿選擇,4,台灣台中,2017年1月,"遇到的所有飯店接待人員都很親切，入住的四人海景房型房間很寬敞，兩張單人床加一張加大雙人床，還有一獨立沙發客廳，熱水瓶與茶具很適合喜歡泡茶的房客。
11樓的三溫暖有四個池加蒸汽與烤箱室各一間，環境很乾淨，通風也很好，還有一位專門負責的工作人員巡邏所以很安全也會貼心解說，健身房還有瑜伽等課程可以預約，游泳池是戶外但冬天有溫水，吃飯很...更多","非常感謝您對高雄漢來大飯店的支持及愛護，並留下此行的觀感，由於停車問題造成您的困擾深感抱歉，我們必當盡全力改善此問題並且在收到您的意見第一時間已呈報相關主管處理，以期日後提供給您更舒適的住宿品質，謹此向您致歉。
誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
漢來大飯店Grand Hi-Lai Hotel,Discover809534,美中不足,4,台灣高雄,2017年1月,"整體服務還可以，唯大型尾牙餐會中少數素食桌之菜色未依菜單上菜，經再三反映只是一再的解釋卻未見改善，最後僅以炒菠菜及奶昔墊補，感受不到五星級飯店的格局，狀況處置有待商榷，不可思議。
飯店的靈魂，不只是設備設施、菜色廚藝及整體規劃，心的感受才是重要的。","非常感謝您對高雄漢來大飯店的支持及愛護，並告知您的經歷和觀感，關於您所反應的問題，在收到您的意見第一時間已呈報相關主管處理，並將您的意見納入改善事項。以期日後提供給您更舒適的用餐品質，漢來飯店也會因為您提供的寶貴意見，更加進步。
 在此謹代表漢來大飯店誠心邀請您下次能再度蒞臨本飯店，並感受漢來大飯店更慇勤的服務。"
